country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-04-2026 11:00:00",29.536400,75.015800,NO2,15,158,25
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-04-2026 11:00:00",29.536400,75.015800,NH3,12,14,13
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-04-2026 11:00:00",29.536400,75.015800,SO2,1,59,12
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","15-04-2026 11:00:00",29.027200,77.062100,NO2,12,13,12
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","15-04-2026 11:00:00",29.027200,77.062100,CO,50,68,59
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","15-04-2026 11:00:00",29.027200,77.062100,OZONE,25,26,26
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","15-04-2026 11:00:00",30.1480566,77.2893471,NH3,1,6,4
India,Haryana,Jind,"Police Lines, Jind - HSPCB","15-04-2026 11:00:00",29.307814,76.337619,CO,6,80,20
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","15-04-2026 11:00:00",29.8006,76.4155,NH3,4,6,6
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","15-04-2026 11:00:00",29.8006,76.4155,SO2,46,69,58
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","15-04-2026 11:00:00",29.695300,77.002700,OZONE,3,56,24
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","15-04-2026 11:00:00",29.966942,76.875879,NO2,4,4,4
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","15-04-2026 11:00:00",29.966942,76.875879,OZONE,17,45,23
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","15-04-2026 11:00:00",12.938539,77.590100,PM2.5,55,155,87
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","15-04-2026 11:00:00",12.920984,77.584908,PM2.5,47,105,84
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","15-04-2026 11:00:00",12.920984,77.584908,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","15-04-2026 11:00:00",12.920984,77.584908,CO,6,51,12
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","15-04-2026 11:00:00",12.7816279,77.6299145,NO2,18,19,18
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","15-04-2026 11:00:00",12.7816279,77.6299145,CO,28,28,28
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","15-04-2026 11:00:00",28.3153,76.9143,NH3,2,13,5
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","15-04-2026 11:00:00",28.3153,76.9143,SO2,1,39,17
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","15-04-2026 11:00:00",30.7057778,76.8531805555555,NO2,22,25,24
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","15-04-2026 11:00:00",29.432304,76.972765,PM2.5,33,79,56
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","15-04-2026 11:00:00",16.172806,75.659694,PM10,53,54,53
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","15-04-2026 11:00:00",16.172806,75.659694,NO2,11,12,12
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-04-2026 11:00:00",12.9352049,77.6814488,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-04-2026 11:00:00",12.9352049,77.6814488,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-04-2026 11:00:00",12.9352049,77.6814488,CO,31,60,32
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","15-04-2026 11:00:00",28.52123,76.37138,PM2.5,8,310,67
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","15-04-2026 11:00:00",28.52123,76.37138,PM10,6,144,39
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","15-04-2026 11:00:00",28.52123,76.37138,NO2,10,13,11
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-04-2026 11:00:00",29.536400,75.015800,PM2.5,29,145,60
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","15-04-2026 11:00:00",28.360699,76.936090,OZONE,10,49,23
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","15-04-2026 11:00:00",28.060249,76.113115,PM10,88,173,123
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","15-04-2026 11:00:00",28.060249,76.113115,CO,26,58,50
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","15-04-2026 11:00:00",34.031606,75.009712,PM2.5,21,84,50
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","15-04-2026 11:00:00",23.80569,86.44268,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","15-04-2026 11:00:00",12.951913,77.539784,CO,2,36,27
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","15-04-2026 11:00:00",12.951913,77.539784,OZONE,23,74,33
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","15-04-2026 11:00:00",23.163174,79.973061,SO2,1,4,3
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","15-04-2026 11:00:00",23.168606,79.932247,PM2.5,22,190,80
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","15-04-2026 11:00:00",23.168606,79.932247,NO2,36,81,52
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","15-04-2026 11:00:00",23.218135,79.957770,PM2.5,10,117,54
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","15-04-2026 11:00:00",23.218135,79.957770,NH3,5,6,5
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","15-04-2026 11:00:00",23.218135,79.957770,SO2,10,19,15
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","15-04-2026 11:00:00",23.218135,79.957770,CO,30,124,51
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","15-04-2026 11:00:00",23.50016,80.23284,PM2.5,18,93,52
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","15-04-2026 11:00:00",23.108440,77.511428,PM10,78,253,117
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","15-04-2026 11:00:00",13.940000,75.555917,NH3,2,3,3
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","15-04-2026 11:00:00",13.940000,75.555917,SO2,2,7,4
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","15-04-2026 11:00:00",13.940000,75.555917,OZONE,30,82,45
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","15-04-2026 11:00:00",13.377516,77.099072,PM10,NA,NA,NA
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","15-04-2026 11:00:00",16.7602,77.1428,PM2.5,60,102,86
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","15-04-2026 11:00:00",16.7602,77.1428,NO2,6,15,11
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","15-04-2026 11:00:00",16.7602,77.1428,SO2,1,24,10
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","15-04-2026 11:00:00",11.875000,75.373200,NO2,16,16,16
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","15-04-2026 11:00:00",17.336318,76.847397,OZONE,14,18,15
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","15-04-2026 11:00:00",12.415911,75.735050,PM10,25,57,39
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","15-04-2026 11:00:00",12.889250,74.853000,NO2,5,8,7
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","15-04-2026 11:00:00",12.21041,76.37376,PM2.5,19,39,31
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","15-04-2026 11:00:00",13.940000,75.555917,PM10,41,62,50
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","15-04-2026 11:00:00",13.0270199,77.494094,NH3,2,6,4
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","15-04-2026 11:00:00",13.0270199,77.494094,CO,56,141,67
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","15-04-2026 11:00:00",12.921418,77.502466,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","15-04-2026 11:00:00",12.990328,77.5431385,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","15-04-2026 11:00:00",12.917348,77.622813,PM10,82,135,109
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","15-04-2026 11:00:00",12.917348,77.622813,NO2,8,27,13
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","15-04-2026 11:00:00",12.917348,77.622813,NH3,1,3,1
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","15-04-2026 11:00:00",23.264759,77.381568,OZONE,9,77,32
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","15-04-2026 11:00:00",23.210494,77.425409,NH3,6,8,7
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","15-04-2026 11:00:00",23.81748678,79.446246,SO2,NA,NA,NA
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","15-04-2026 11:00:00",26.203442,78.193251,NH3,3,5,4
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","15-04-2026 11:00:00",26.203442,78.193251,SO2,5,14,12
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","15-04-2026 11:00:00",11.875000,75.373200,CO,15,21,20
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","15-04-2026 11:00:00",8.8787,76.6073,NH3,1,1,1
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","15-04-2026 11:00:00",8.563700,76.886500,OZONE,30,31,30
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","15-04-2026 11:00:00",23.264759,77.381568,NO2,20,80,39
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","15-04-2026 11:00:00",22.4310,75.5213,NO2,36,162,83
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","15-04-2026 11:00:00",22.7524,75.8872,PM2.5,10,69,48
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","15-04-2026 11:00:00",22.7524,75.8872,PM10,9,64,50
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","15-04-2026 11:00:00",22.7084,75.8815,PM2.5,10,95,55
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","15-04-2026 11:00:00",26.259242,78.216432,CO,10,90,70
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","15-04-2026 11:00:00",26.200388,78.147714,NO2,29,68,40
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","15-04-2026 11:00:00",22.7289,75.8076,PM10,50,135,84
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","15-04-2026 11:00:00",11.55358,76.55521,NH3,1,2,2
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","15-04-2026 11:00:00",15.3714823,75.1160168,PM10,54,58,57
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","15-04-2026 11:00:00",16.6870449,74.2505872,NO2,22,67,45
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","15-04-2026 11:00:00",16.7143745,74.2426398,SO2,NA,NA,NA
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","15-04-2026 11:00:00",16.7143745,74.2426398,OZONE,25,25,25
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","15-04-2026 11:00:00",18.39963,76.57452,PM10,43,98,67
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","15-04-2026 11:00:00",18.1023399,73.4783687,PM2.5,52,127,75
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","15-04-2026 11:00:00",18.1023399,73.4783687,NH3,3,10,6
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","15-04-2026 11:00:00",20.555712,74.529236,PM10,40,169,88
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","15-04-2026 11:00:00",20.555712,74.529236,CO,7,53,24
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","15-04-2026 11:00:00",20.9402359,77.7895248,OZONE,2,88,30
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","15-04-2026 11:00:00",20.939198,77.765701,PM2.5,50,101,72
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","15-04-2026 11:00:00",19.8389439,75.244448,PM10,41,75,54
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","15-04-2026 11:00:00",19.863756,75.321188,PM2.5,34,74,51
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","15-04-2026 11:00:00",19.863756,75.321188,NH3,2,3,2
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","15-04-2026 11:00:00",19.863756,75.321188,SO2,7,40,19
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","15-04-2026 11:00:00",19.863756,75.321188,OZONE,14,90,34
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","15-04-2026 11:00:00",19.16485,73.23409,PM2.5,29,91,59
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","15-04-2026 11:00:00",23.1633321,75.800225,PM10,NA,NA,NA
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","15-04-2026 11:00:00",19.10122,74.73339,NO2,16,26,21
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","15-04-2026 11:00:00",19.10122,74.73339,CO,12,107,27
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","15-04-2026 11:00:00",20.719516,77.000253,NO2,5,83,18
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","15-04-2026 11:00:00",20.719516,77.000253,NH3,4,14,6
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","15-04-2026 11:00:00",20.719516,77.000253,SO2,9,39,25
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","15-04-2026 11:00:00",20.719516,77.000253,CO,18,41,18
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","15-04-2026 11:00:00",19.2157840,73.1997810,PM10,48,109,68
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","15-04-2026 11:00:00",19.296481,72.840923,NO2,12,52,22
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","15-04-2026 11:00:00",19.296481,72.840923,SO2,8,10,9
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","15-04-2026 11:00:00",19.053536,72.84643,OZONE,1,53,7
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","15-04-2026 11:00:00",19.065931,72.862131,NO2,12,32,20
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","15-04-2026 11:00:00",19.23241,72.86895,PM10,45,177,112
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","15-04-2026 11:00:00",19.23241,72.86895,CO,7,60,44
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","15-04-2026 11:00:00",19.2243333,72.8658113,NH3,1,18,7
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","15-04-2026 11:00:00",23.331731,75.045981,SO2,41,48,43
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","15-04-2026 11:00:00",23.838586,78.759431,NH3,1,4,2
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","15-04-2026 11:00:00",23.838586,78.759431,CO,12,52,35
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","15-04-2026 11:00:00",24.58434363,80.8549414,PM10,70,71,70
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","15-04-2026 11:00:00",19.786089,72.757971,SO2,22,27,26
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","15-04-2026 11:00:00",19.962900,79.298714,NH3,NA,NA,NA
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","15-04-2026 11:00:00",20.918946,74.776388,PM2.5,35,63,48
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","15-04-2026 11:00:00","19.2268427 ","73.0788456 ",SO2,1,19,6
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","15-04-2026 11:00:00",19.16485,73.23409,NH3,4,7,6
India,Maharashtra,Beed,"Bir, Beed - MPCB","15-04-2026 11:00:00",18.988474,75.753873,NH3,3,6,5
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","15-04-2026 11:00:00",19.0243902,73.0406721,NO2,29,119,65
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","15-04-2026 11:00:00",19.786089,72.757971,NH3,6,7,7
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","15-04-2026 11:00:00",21.001264,75.565602,SO2,3,21,11
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","15-04-2026 11:00:00",19.854616,75.905894,NO2,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","15-04-2026 11:00:00",19.25292,73.142019,NH3,NA,NA,NA
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","15-04-2026 11:00:00",24.58434363,80.8549414,NO2,12,13,12
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","15-04-2026 11:00:00",24.108970,82.645580,SO2,29,75,48
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","15-04-2026 11:00:00",18.910000,72.820000,CO,70,84,72
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","15-04-2026 11:00:00",19.04946,72.9230,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","15-04-2026 11:00:00",19.04946,72.9230,OZONE,3,91,34
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","15-04-2026 11:00:00",19.083694,72.920967,NO2,2,43,17
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","15-04-2026 11:00:00",19.083694,72.920967,OZONE,3,72,12
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","15-04-2026 11:00:00",19.0632143,72.8456324,PM2.5,28,98,60
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","15-04-2026 11:00:00",21.152875,79.0517531,SO2,7,48,25
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","15-04-2026 11:00:00",21.143383,79.048912,CO,14,103,26
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","15-04-2026 11:00:00",20.0073285,73.7762427,SO2,4,11,7
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","15-04-2026 11:00:00",20.0073285,73.7762427,CO,26,27,26
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","15-04-2026 11:00:00",20.021503,73.813844,NH3,1,8,2
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","15-04-2026 11:00:00",18.9942180,72.8158167,NH3,3,3,3
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","15-04-2026 11:00:00",21.121801,79.04952,NH3,1,39,7
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","15-04-2026 11:00:00",21.121801,79.04952,OZONE,3,121,44
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","15-04-2026 11:00:00",21.14472,79.107595,SO2,1,94,46
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","15-04-2026 11:00:00",21.14472,79.107595,OZONE,14,61,19
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","15-04-2026 11:00:00",19.0632143,72.8456324,CO,15,36,19
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","15-04-2026 11:00:00",19.19709,72.82204,OZONE,11,40,17
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","15-04-2026 11:00:00",18.96702,72.84214,SO2,4,14,9
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","15-04-2026 11:00:00",18.9767,72.8380,PM10,38,132,81
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","15-04-2026 11:00:00",18.9767,72.8380,NO2,8,51,21
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","15-04-2026 11:00:00",19.0364585,72.8954371,CO,50,74,56
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","15-04-2026 11:00:00",19.000084,72.856730,NH3,6,11,8
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","15-04-2026 11:00:00",19.000084,72.856730,OZONE,6,53,15
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","15-04-2026 11:00:00",19.060498,72.923356,SO2,1,17,10
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","15-04-2026 11:00:00",18.897756,72.813320,PM10,51,145,89
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","15-04-2026 11:00:00",19.137500,72.915056,NO2,7,8,7
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","15-04-2026 11:00:00",19.000083,72.813993,PM10,41,131,76
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","15-04-2026 11:00:00",19.047000,72.874600,CO,14,18,18
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","15-04-2026 11:00:00",19.950220,73.731480,SO2,1,28,13
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","15-04-2026 11:00:00",19.222279,72.957979,OZONE,27,87,35
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","15-04-2026 11:00:00",19.235581,73.159121,PM2.5,45,84,61
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","15-04-2026 11:00:00",19.235581,73.159121,NO2,10,22,16
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","15-04-2026 11:00:00",19.235581,73.159121,OZONE,7,88,22
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","15-04-2026 11:00:00","19.2307571 ",73.1551920,PM2.5,15,52,29
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","15-04-2026 11:00:00","19.2307571 ",73.1551920,PM10,49,112,77
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","15-04-2026 11:00:00",19.4458210,72.7988231,PM2.5,35,81,57
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","15-04-2026 11:00:00",19.4458210,72.7988231,NH3,3,46,10
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","15-04-2026 11:00:00"," 16.5038",74.3623,SO2,23,30,26
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","15-04-2026 11:00:00",17.6336264,75.9132495,PM2.5,NA,NA,NA
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","15-04-2026 11:00:00",17.6336264,75.9132495,PM10,NA,NA,NA
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","15-04-2026 11:00:00",17.6336264,75.9132495,NO2,NA,NA,NA
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","15-04-2026 11:00:00",17.6336264,75.9132495,CO,NA,NA,NA
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","15-04-2026 11:00:00",17.65439,75.90649,NH3,2,15,6
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","15-04-2026 11:00:00",19.26777,72.97182,PM10,50,97,69
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pune - IITM","15-04-2026 11:00:00",18.664282,73.763966,NO2,16,76,33
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pune - IITM","15-04-2026 11:00:00",18.664282,73.763966,OZONE,2,31,5
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","15-04-2026 11:00:00",18.459883,73.852193,PM10,69,143,105
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","15-04-2026 11:00:00",18.454450,73.854155,NO2,19,39,26
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","15-04-2026 11:00:00",18.573040,73.927715,OZONE,9,85,21
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","15-04-2026 11:00:00",18.530085,73.849598,OZONE,2,83,11
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","15-04-2026 11:00:00",18.547056,73.826908,PM10,NA,NA,NA
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","15-04-2026 11:00:00",18.547056,73.826908,NO2,NA,NA,NA
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","15-04-2026 11:00:00",18.547056,73.826908,NH3,NA,NA,NA
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","15-04-2026 11:00:00",19.265594,76.761463,CO,9,14,11
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pune - IITM","15-04-2026 11:00:00",18.605770,73.749976,PM2.5,33,319,104
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pune - IITM","15-04-2026 11:00:00",18.605770,73.749976,PM10,109,196,135
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pune - IITM","15-04-2026 11:00:00",18.605770,73.749976,CO,16,161,75
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","15-04-2026 11:00:00",18.63673,73.82487,CO,10,50,28
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","15-04-2026 11:00:00",18.59051,73.77946,CO,16,32,32
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","15-04-2026 11:00:00",18.614767,73.799516,CO,52,62,57
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","15-04-2026 11:00:00",19.090337,73.014232,NH3,2,7,5
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","15-04-2026 11:00:00",19.008751,73.016620,NH3,7,7,7
